,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197
drug_10,0.11240885,0.1074101,-0.11519528,-0.1947843,0.21832897,-0.070540465,0.23640561,0.3656338,-0.25433302,-0.07027314,0.3496804,-0.05633697,-0.19867721,0.3782471,0.12078714,-0.46323517,0.257383,0.16172631,0.0375249,0.32630783,-0.05942451,-0.039778356,-0.58138114,0.15073179,0.011646206,-0.31974894,0.107578605,0.5644865,-0.21512498,-0.14146355,-0.105446644,-0.3689014,0.06199367,0.5209926,0.013004422,-0.6336573,-0.12488898,-0.58307874,-0.0012142354,-0.10703359,0.084236585,0.16364166,0.50142384,-0.26147738,-0.18072094,-0.1105529,0.06822765,0.0017064573,0.16745394,-0.13605347,-0.17509492,0.59886676,0.07071602,-0.18770815,0.21340314,-0.07996809,0.073963754,0.41676253,0.25330594,-0.12906204,0.08574249,-0.14143881,0.26452622,-0.38798317,-0.15739305,-0.1407911,-0.16411094,0.45909294,-0.013717363,-0.081439644,0.06157573,-0.2185853,-0.24673449,0.13971198,-0.054995645,0.0377101,-0.42715013,0.23442514,0.09025276,-0.23398782,-0.1292181,0.020073269,-0.3869643,0.24272919,0.03718201,-0.072382145,-0.51873,-0.2621843,0.2117335,0.13170458,-0.17991722,0.6019203,-0.049829654,0.18907343,-0.23555245,0.088443235,-0.31661922,-0.27537236,0.1668522,0.14961118,-0.66198844,0.30036882,-0.05097056,-0.017731156,0.17834316,0.23281415,-0.105683036,0.089144334,-0.17866701,-0.06698922,0.26979142,0.061102957,-0.22936897,0.22301364,0.0817815,-0.32980314,-0.23931932,-0.04596399,-0.21518978,0.20884691,0.26836574,0.44058126,-0.066799454,-0.23516397,-0.188734,0.32467234,-0.04307725,0.00157074,0.22171457,-0.20935892,-0.12199989,0.10816956,0.15882023,-0.24213025,-0.44275463,0.06207847,-0.14930387,-0.4475173,-0.17414805,0.2049983,0.13680558,0.4294877,-0.36860383,-0.18726975,-0.14663838,-0.27324387,-0.25451595,0.15248129,0.032300945,-0.25979352,-0.25877345,-0.37967795,-0.8458679,-0.06107592,-0.20492087,0.06831935,0.10512939,0.24785854,-0.09391203,-0.14732392,-0.33955958,0.39848953,0.40715155,-0.2379524,-0.21043482,0.25320977,0.21115574,-0.05191835,-0.5371042,0.07783713,0.14803013,0.24925888,0.23598157,-0.46108395,0.032543205,-0.111911684,-0.15462433,-0.14393063,0.035993878,-0.3714411,-0.2038846,0.4993109,-0.026334496,0.022775063,-0.40460107,-0.21835181,-0.0733154,-0.2509323,-0.3136476,-0.10786289,-0.16110818,0.077449664,-0.18165389,-0.39757815,-0.1972436,0.22129361,-0.14789319,0.23007227
drug_11,-0.15127595,0.44930908,-0.29627505,0.6962416,0.15764643,0.106998175,-0.0071229944,0.41946906,0.19961138,0.5552879,0.10819336,-0.45242894,0.031606954,0.33083126,0.23501863,-0.4373457,0.012552508,-0.06741126,0.47916093,0.14385734,-0.31274748,-0.27581427,-0.056250114,-0.039814778,0.0027610592,-0.27510273,0.10182107,0.18435358,-0.41402423,0.33391392,-0.52914864,-0.2947562,0.115781926,0.52446765,0.021796383,-0.20906475,0.0950807,-0.19717948,0.13849758,-0.19322869,0.13619007,0.69049424,0.6351311,-0.03204647,-0.20860359,-0.25913343,-0.32591045,-0.4132773,0.06364918,-0.1949796,0.14279002,0.40657467,0.040143758,-0.33101076,0.2192767,0.023270223,-0.28584823,0.49188915,0.045444306,-0.1666654,-0.058448095,-0.4714199,0.77110416,-0.2504825,-0.113637775,0.14989562,0.10592253,0.47463176,-0.041531663,0.8249345,0.29680583,0.187345,-0.5918536,0.0030390224,0.09092868,-0.19294399,-0.5406605,0.6821342,0.81408113,0.050666925,-0.32716742,0.030394794,-0.044069868,-0.7987244,-0.26673865,-0.56601435,-0.28829995,0.000101438316,-0.021263676,-0.49906418,-0.2131973,-0.23147124,0.44071552,0.59961665,-0.13232204,0.028777372,0.11636062,-0.17650913,0.017871877,0.73514503,0.061779287,0.10643748,-0.1813054,0.41675255,0.0071605775,-0.08011402,-0.572723,-0.41363573,-0.20800368,0.08487639,-0.13106382,0.6010417,-0.5655846,0.48151118,0.17358716,-0.647516,0.054135676,-0.034000047,-0.35922596,0.4238721,-0.16269371,0.40173405,-0.12805815,-0.6717727,0.40076962,-0.02206012,-0.2987393,0.55112576,0.38508502,0.14402752,-0.38756728,-0.55965245,-0.08143999,0.026075285,-0.40662464,0.3504435,-0.16460049,-0.436025,-0.16369203,0.11027782,-0.02081276,0.36649236,-0.09245104,-0.47151735,0.21556889,-0.75153285,-0.47180393,0.026193248,-0.11455277,-0.1564123,0.030061733,-0.39288488,-0.6570228,0.11841452,0.32457435,-0.50111383,-0.24180853,-0.034767713,-0.06100018,-0.43165848,-0.05199708,0.2794433,0.63214815,0.38276753,-0.41165844,-0.45152915,-0.8204284,0.12267109,-0.31831056,-0.3831106,0.11666353,0.6765852,0.5752129,-0.564869,0.49649304,-0.8152241,0.48117477,0.08904692,-0.11499997,-0.2890815,0.18540761,0.673124,-0.3133854,-0.26936853,-0.54300195,-0.39868808,0.43517172,-0.047423173,-0.19633748,0.067544885,0.48643208,-0.3571504,-0.2438436,-0.33290613,-0.26559603,0.50243,0.3042927,0.4347441
drug_12,-0.095510386,0.35730866,-0.32575795,-0.005481887,0.117266625,-0.16381566,0.3102391,0.32721168,0.15242499,-0.17029364,0.14891092,-0.22809206,0.01254073,-0.23172551,0.17216785,-0.28400588,0.0017506679,0.21687016,0.2312602,0.003793304,-0.2491883,-0.54364634,-0.19894978,0.5254491,0.42623118,-0.21570668,-0.01639081,-0.10708592,-0.07558852,-0.17201924,-0.42618877,-0.25908473,0.05282885,0.036417954,-0.024900647,0.061316293,-0.26818392,-0.37090728,0.6442629,0.32293615,0.25035095,0.500899,0.48660126,-0.521761,-0.31390592,-0.4112037,0.15727007,0.012269146,0.027724642,0.0902003,-0.009134065,0.657519,-0.18359527,-0.40492108,0.44252944,-0.07374141,-0.24791194,0.43817717,-0.15492779,0.030466847,0.57975715,-0.33457375,0.31217995,-0.4243559,-0.11985608,-0.11960343,-0.41207913,-0.25850016,0.22942549,0.17296381,0.43050593,0.21591589,-0.39387664,0.19354892,0.5604406,0.08775646,-0.530029,0.37212214,0.36373362,0.26536965,-0.37228212,-0.3937476,-0.27114043,-0.3168038,-0.711031,-0.015947435,-0.20920488,-0.08169755,0.23729567,-0.19526713,0.124436125,0.36790866,0.05127126,0.35787767,0.28105634,0.35254136,-0.110954314,-0.04720017,0.44978788,0.8912489,0.13762662,0.012499702,-0.10024911,0.6011283,0.086648144,0.035995748,-0.0879033,-0.27350622,-0.28458935,-0.08807723,0.09015513,0.5264488,-0.24972625,0.33702517,0.59353745,-0.315945,0.42996278,-0.31932494,0.12614378,0.39976665,-0.03451756,0.14112127,0.027268728,0.003158011,-0.112402596,-0.0038444696,-0.036622472,0.24645881,0.38169825,0.13897602,-0.35417578,-0.4285573,-0.13093998,0.2651606,0.115952194,0.031129317,0.19001098,-0.27693686,-0.26528454,0.11965049,0.043237947,0.35675368,-0.025723811,0.22584859,0.31363508,-0.7558248,-0.21584433,0.19967647,-0.05138119,0.22801563,-0.08911101,-0.38096204,-0.81551903,0.10399124,0.21396615,-0.10605501,-0.27518538,-0.24192248,-0.43393165,0.012238549,-0.31872672,0.3552013,0.4226082,0.06860599,-0.4612231,-0.19761142,-0.3279605,-0.12676881,-0.13757454,-0.28278357,0.6733355,-0.08828469,0.16193232,0.04676581,0.053817555,-0.53434104,0.277437,0.32319766,0.30388135,0.042470038,-0.6998365,0.42269564,-0.3990205,-0.23118436,-0.47469112,-0.041637573,0.280724,0.02502187,-0.3155975,0.31402457,-0.31291494,-0.1928424,-0.30118567,-0.105835415,0.102666944,0.47395346,0.16109875,-0.17322876
drug_13,0.21031363,0.21277334,-0.22522,0.006522443,0.17800502,0.15684284,0.03837576,0.36636436,-0.07196386,-0.20174833,0.07638136,0.03098206,0.002598295,0.27293175,0.3760823,-0.39128783,0.07899057,0.11901792,0.14274289,0.13184159,-0.1505632,-0.12773971,-0.30053645,0.15519807,0.14740723,-0.3756003,-0.1326748,0.21541199,-0.1453906,-0.15615031,-0.20911373,-0.45611086,0.24754466,0.4078629,-0.25484303,-0.5196353,-0.15991896,-0.28860694,0.015586787,0.10831649,0.013878249,0.56729573,0.30518624,-0.06247003,-0.14556187,0.12945133,0.1051903,-0.048190847,0.1768745,0.018926311,0.0103926575,0.20286225,-0.072287016,-0.118109435,0.2971123,-0.028069336,-0.11306527,0.11108362,0.123792194,0.28483072,0.45562387,-0.040452104,0.37390953,-0.31626192,-0.20678888,0.05768135,-0.0457016,0.48686758,-0.13112997,-0.107550666,0.00029238718,0.15964621,-0.27802935,0.06723042,0.11568185,0.40181962,-0.15341544,-0.057187956,0.043106224,-0.1978344,-0.0909152,-0.040326137,-0.0054585193,0.2312398,-0.029170856,-0.42064628,-0.2205473,-0.3538298,0.22016406,-0.06292895,-0.16054112,0.28498173,0.0567075,0.0800995,-0.13410978,0.10795134,0.06910327,-0.06457029,-0.036224373,-0.25323507,-0.36667535,0.07165573,-0.14179505,0.15637222,0.05891231,0.11196512,0.09450347,0.0069954246,-0.10593165,-0.041028757,0.120782,0.25378644,0.058594678,0.2598401,-0.15436216,-0.55404896,-0.4164748,-0.17620376,0.015840227,0.18698797,0.5388476,0.042123124,0.38399398,-0.13995942,-0.08480982,-0.2321597,-0.042407256,0.18005033,0.13784663,0.24094637,0.11237478,-0.1333698,0.10200193,-0.08762316,0.31474274,-0.018731521,-0.1108599,-0.245414,0.11063859,0.15468198,0.0063790986,-0.07037324,-0.031783342,-0.1590644,-0.028312823,-0.26821685,-0.30031362,-0.020692073,0.20540394,-0.07497453,-0.10537739,0.010115565,-0.5162066,-0.1457512,-0.1886792,0.0715863,-0.15222134,0.09257615,-0.20380439,-0.09227806,-0.28790945,0.44837072,0.53090173,-0.18113212,-0.014593656,0.11713412,0.07831886,-0.102001436,-0.21272655,-0.2331995,-0.009196614,0.116452485,-0.069203965,-0.43108994,0.0925216,-0.12349732,0.104760334,-0.2642784,0.18006414,-0.22016948,-0.10623289,0.3065976,-0.027440133,0.15172526,-0.29812714,-0.06581915,-0.35520697,-0.09477796,-0.34426743,-0.32507056,-0.080033526,0.2935245,-0.043602753,-0.010824035,-0.3216342,0.14113417,-0.2147164,-0.011961633
drug_14,-0.18251204,0.34367424,-0.27621648,0.20603149,0.12611602,-0.08992714,0.425429,0.30318946,0.2670367,-0.21153598,-0.10091088,-0.20685588,0.14393221,-0.22881748,0.052993838,-0.22638872,-0.07894925,0.16418116,0.12714837,0.15715764,-0.12358025,-0.5399554,-0.2781701,0.3455029,0.39990127,-0.22658029,0.052377652,-0.11589471,-0.20003644,-0.27237943,-0.41260117,-0.050380748,0.09054507,0.0058963685,0.09901926,0.010522442,-0.094118685,-0.1765236,0.6313926,0.19378956,0.23779142,0.3275831,0.52671444,-0.39167032,-0.33400738,-0.3610993,0.07421359,0.013675858,0.11561236,-0.054032147,-0.03778655,0.7689031,-0.2488316,-0.42238343,0.46506476,0.07279472,-0.19646737,0.4949566,-0.09173504,0.020632239,0.424882,-0.50726867,0.41864267,-0.42183134,-0.24970339,-0.152121,-0.20303115,-0.10356958,0.2065957,0.25584143,0.44667345,0.3035018,-0.30257538,0.2469153,0.51504344,-0.03168353,-0.3105335,0.25496027,0.3300119,0.19040298,-0.5034008,-0.27411348,-0.2360171,-0.20440401,-0.73552436,-0.091304034,-0.2000369,-0.028387846,0.2797234,-0.17478646,0.12604766,0.2931825,0.026948227,0.4067978,0.2551417,0.17237906,0.045421597,-0.108521625,0.3543204,0.96374583,0.102864765,-0.06507461,-0.15446916,0.55535996,0.0031355761,0.011422309,-0.1452376,-0.3312805,-0.34431756,-0.21002333,0.124405764,0.40025496,-0.23940206,0.11756162,0.6467359,-0.4129226,0.29269493,-0.31051025,-0.008898548,0.37209752,-0.080824226,0.14273453,-0.14934981,-0.021678867,-0.27072936,-0.12565798,-0.15579689,0.15568505,0.22877267,0.25350907,-0.46044347,-0.38391736,-0.14513384,0.19213416,0.15510632,-0.09460487,0.32026884,-0.2914868,-0.37451974,0.090261266,-0.07340973,0.41454828,-0.13693273,0.2809221,0.17901073,-0.88515085,-0.2268524,0.2515801,0.01769176,0.22035171,-0.07292065,-0.41224763,-0.84342855,0.1060556,0.026211416,-0.050382394,-0.10279339,0.0071749347,-0.48316786,-0.10015155,-0.38784856,0.43535173,0.6750165,0.12852506,-0.5425106,-0.29052028,-0.30828592,0.15461405,-0.21793309,-0.46498984,0.65132374,-0.092557676,0.31700182,0.1149443,0.16655827,-0.3945853,0.30303076,0.227404,0.27149814,0.034958664,-0.59173024,0.35182703,-0.33225584,-0.2886801,-0.5048493,-0.03485272,0.40778613,0.033780716,-0.24373649,0.31822237,-0.26931533,-0.22490165,-0.23489662,-0.104247026,0.12145382,0.38958907,0.035679508,0.09625175
drug_15,-0.14535527,0.39091498,-0.3424569,0.21009858,0.11983658,-0.08808268,0.46831495,0.3881903,0.26521412,-0.25040632,-0.10024583,-0.1813612,0.097466774,-0.25054315,0.042375125,-0.23932777,-0.103983864,0.13488173,0.15934946,0.123032786,-0.15444967,-0.5601031,-0.3008179,0.32389495,0.37329277,-0.23538326,0.027192116,-0.11331451,-0.2303222,-0.25767693,-0.41474253,-0.0941367,0.07711622,0.06539222,0.11765138,0.031529747,-0.10155005,-0.22569513,0.6495184,0.18900408,0.20593058,0.28588113,0.5265577,-0.3921969,-0.31675857,-0.3226149,0.05214692,0.0071508572,0.12044272,-0.008025839,-0.031343196,0.75137186,-0.28175482,-0.36855358,0.46119052,0.06517521,-0.16291481,0.45977446,-0.0830604,0.07071113,0.38018784,-0.4573086,0.37470588,-0.45876968,-0.26042402,-0.15735163,-0.16391242,-0.17162731,0.23335467,0.24697864,0.37696433,0.26544982,-0.3307002,0.29066774,0.5414916,-0.04194425,-0.35447294,0.25933897,0.32658455,0.21051471,-0.51049817,-0.29909772,-0.25124454,-0.20351347,-0.69681996,-0.08553616,-0.21351397,-0.00789741,0.2458272,-0.13573219,0.18592933,0.3032612,0.0210436,0.3943317,0.26929954,0.1968895,0.03606493,-0.124709904,0.3138432,0.9301628,0.13231464,-0.070361786,-0.16879103,0.5040441,0.0015474217,0.0447631,-0.16113007,-0.34704265,-0.3256965,-0.2051917,0.1345562,0.3942968,-0.21021992,0.12333242,0.65890414,-0.43645605,0.32926902,-0.28419235,0.020398999,0.36879772,-0.070750095,0.15022716,-0.1022103,-0.041172117,-0.29278636,-0.13673402,-0.1312604,0.15404783,0.16854379,0.2768044,-0.4621962,-0.41738296,-0.12165822,0.19861683,0.13966995,-0.061593488,0.29637447,-0.2912118,-0.36086562,0.08874502,-0.07038483,0.37837768,-0.13469087,0.2365306,0.19278705,-0.83604217,-0.19970928,0.24947004,-0.03154195,0.23602499,-0.085119225,-0.3977391,-0.84092313,0.10687395,0.053474993,-0.07091157,-0.11526194,-0.024800546,-0.46734333,-0.09264113,-0.4219343,0.38098034,0.66430885,0.15828305,-0.5460328,-0.30058116,-0.2846763,0.13917395,-0.21637331,-0.4652431,0.64606684,-0.10800443,0.28347668,0.11499176,0.1844584,-0.4450545,0.32336506,0.22258309,0.27175462,0.02574623,-0.61262,0.37638557,-0.34647793,-0.26776648,-0.53471845,-0.014934078,0.4317183,-0.0026049428,-0.25274652,0.3124476,-0.2662908,-0.18879528,-0.24604225,-0.09324446,0.12868875,0.3793683,0.08074529,0.06586194
drug_16,0.4100432,0.1994066,-0.23670243,0.026158346,0.18576282,0.12665266,0.180615,0.18898843,0.09598998,0.22872573,0.027180823,-0.0020894746,-0.21819092,0.13146703,0.31703082,-0.66725576,0.1414699,0.2937069,0.044958316,0.04713097,-0.033979412,-0.08281462,-0.3313656,0.18710577,0.14142467,-0.71953607,-0.014764926,-0.12755656,-0.03560861,-0.055737246,-0.021684494,-0.23641351,0.27245298,0.6501433,-0.098833695,-0.46595922,-0.3081451,-0.07921348,0.2232952,0.15137473,0.18876372,0.059617706,0.09850193,0.13640104,-0.36386713,-0.20350811,0.22760773,0.072921954,0.1556369,0.06850121,-0.11789523,0.05383577,-0.20577756,-0.21273717,0.37084273,0.117141284,-0.045455094,0.06645981,0.19230574,-0.10116119,0.21479996,0.01981018,0.5100464,-0.67291933,0.13934457,-0.006628522,0.0146673145,0.20801947,0.06562006,0.065030426,0.21365102,0.23435515,-0.5996369,0.20882833,0.09292902,0.20442107,0.13593526,0.33498672,0.255001,0.020338785,-0.206058,-0.0597326,-0.27130407,-0.07329043,-0.043756817,-0.5134101,-0.058667026,0.13546453,0.0054430556,-0.29344192,-0.13982332,-0.0051793833,0.12839775,0.2585558,0.5959514,-0.18003595,-0.16732094,0.048086833,0.021514319,-0.120868,-0.073510624,-0.0065625957,-0.123610534,0.37268695,-0.27035204,0.0414843,-0.31756222,0.120164804,-0.059718333,-0.19444792,0.37144205,0.21177018,0.018763943,0.2846306,-0.07773468,-0.2659459,0.047963396,-0.1065836,-0.047273736,0.0435715,0.45968753,0.1009354,0.06763971,-0.5583955,0.17416066,-0.09653247,0.09835183,-0.05567436,-0.10961248,-0.007171761,0.09166102,-0.01968174,0.08622813,0.16403057,0.16829005,-0.14033878,0.093381025,-0.10635697,-0.10277264,0.26952106,-0.010174628,-0.18958023,-0.046609662,-0.116128005,0.48416752,-0.7183455,-0.12605622,0.069408774,0.03928745,-0.18542345,0.25177664,-0.26798564,-0.28980267,-0.21227379,0.043914307,0.087173544,-4.489191e-05,-0.12393133,-0.104023404,-0.25322,-0.19834487,0.38679618,0.51925373,0.18737873,-0.22490829,-0.009717787,-0.16393319,0.42000896,0.09156648,-0.16704716,0.13520685,0.28080574,0.11301366,-0.2997108,0.014835389,-0.591358,0.09383248,-0.25200617,-0.0011751645,-0.17337264,0.025296325,0.30752006,-0.19756557,0.28813422,-0.1530333,-0.3283096,-0.14129938,-0.08876501,-0.47338355,0.033500712,-0.36400887,0.14364716,0.17633642,0.3538081,-0.18092492,0.11797122,-0.058995835,-0.03150426
drug_17,0.40554965,0.21776368,-0.42472664,-0.18750894,0.17091669,0.1603795,0.03962757,-0.01753407,0.39252293,0.031787984,-0.27002376,-0.16456886,-0.40580994,0.005670424,0.30639383,-0.49753073,0.24105519,-0.026302895,0.0062273648,-0.20945121,-0.20582041,0.06427779,-0.21350147,0.04584596,0.045745585,-0.63534766,-0.11874593,0.1270797,-0.17949775,-0.056902412,-0.012628771,-0.36882126,0.5761463,0.49342504,-0.21728703,-0.398436,-0.15595338,-0.06978954,0.07964776,0.2870756,0.22220865,0.5144303,0.14340663,0.23579761,-0.024319308,-0.117721,0.087997936,0.032313664,0.24111079,0.14299245,-0.020506224,0.24252267,-0.13026778,-0.31935015,0.42820665,0.29588315,-0.09063527,0.08711827,-0.077675514,-0.060420018,0.0826652,-0.17106013,0.5104835,-0.69666463,-0.124913745,-0.12398896,0.10773368,0.26273754,0.10470763,0.16412547,0.10296493,0.34457773,-0.43413225,0.08291067,0.25047046,0.3728983,0.074168645,0.086738355,0.023185499,-0.10994584,-0.38552034,-0.18950345,-0.102045245,-0.21581174,-0.15858576,-0.4346123,-0.2994058,0.17079604,0.086900204,-0.3541018,-0.03286004,-0.16859336,0.07522223,0.33580035,0.45218638,-0.090755805,-0.094949804,0.0050425706,0.28464574,0.007632505,-0.2783368,0.05440775,0.0019780856,0.30971977,-0.13200998,0.12212776,-0.24852584,-0.047259387,-0.3501632,0.016658522,0.14992826,-0.02554958,0.0182763,0.37915438,-0.114355616,-0.6030461,-0.053082466,-0.32950437,0.041363336,0.14719386,0.3577036,0.025806949,0.11258939,-0.3838491,0.15234424,-0.13661912,0.14898185,-0.053497683,-0.02647994,0.07533267,-0.15662095,-0.15892509,0.17778336,0.06732538,-0.069314085,-0.13771996,0.099672966,-0.14166184,-0.003789543,0.45059603,-0.075606376,-0.2409978,-0.18479563,-0.036957342,0.53815985,-0.5825471,0.017639149,-0.21937373,0.2504611,-0.09137505,0.06980107,0.055896644,-0.1442782,-0.26114398,-0.03895824,0.0011348283,0.05393156,-0.056246843,-0.3179776,-0.030015338,-0.2454846,0.29114175,0.16503555,0.0666789,-0.2686436,0.10399848,-0.11644669,0.37066337,-0.057540067,-0.33177283,0.2622609,0.14223833,-0.030646706,-0.31471696,-0.025007457,-0.3625786,0.30936965,0.0023272485,-0.31138748,-0.022103356,0.10034539,0.2555895,-0.030941002,0.07004961,-0.2847846,-0.21929142,-0.21270683,-0.30749875,-0.43139365,0.009302661,-0.253384,0.028706275,-0.06367936,0.19689149,-0.1756095,-0.06330809,-0.0969382,-0.004387624
drug_18,0.42216572,0.07301197,-0.4076135,-0.05039094,0.16070044,0.05364164,0.16198519,0.05952876,0.29933336,0.17585856,-0.1768348,-0.14976029,-0.3698068,0.003393341,0.30457675,-0.33772993,0.24468325,0.25476784,0.17365825,-0.27543435,-0.20599888,-0.02006279,0.051407434,0.1065972,0.1408212,-0.5575284,-0.15823954,0.007209886,-0.11141336,-0.10111853,-0.046860565,-0.141664,0.5560549,0.66560245,-0.095094346,-0.17963256,-0.30232808,0.22067843,0.15210785,0.30785707,0.10526801,0.41912487,0.067384414,0.19008225,-0.25283656,-0.026962576,0.094443716,-0.10950501,0.08070979,0.33849487,-0.05939138,0.3082232,0.023213943,-0.33150455,0.40721092,0.14696099,-0.11339045,0.23693374,-0.023940388,0.121568866,0.30038163,-0.11994369,0.4876243,-0.68930817,0.069732934,-0.09422235,0.099565506,0.38078293,0.15136848,0.1736123,0.2869903,0.24538238,-0.43508953,0.15689844,0.075261,0.24289834,0.01833519,0.16203745,0.25739413,-0.0036789756,-0.14791779,-0.13842839,-0.06793087,-0.113305084,-0.17818198,-0.56915355,-0.38925773,0.28793302,0.018237691,0.10734126,-0.12485834,-0.22928877,0.10768463,0.43457916,0.39651415,-0.16542718,-0.17023174,-0.02079859,0.26307765,-0.040905707,-0.20420709,0.39365155,0.012639337,0.16314544,-0.09262266,-0.09425058,-0.53123784,0.14782882,-0.07332778,0.015225369,0.32039955,0.03221614,-0.10133473,0.27667615,0.036714267,-0.5130652,0.029636709,-0.5182819,-0.0024471658,0.050989877,0.38345003,0.07490065,0.04565106,-0.43051645,0.13568741,-0.15159597,0.033262543,-0.064564,-0.024337223,-0.084101155,-0.21849692,-0.060272958,0.26134154,0.19615933,0.03153031,-0.09887387,0.15709563,-0.032927256,-0.27167124,0.52642447,-0.2525931,-0.024954671,-0.04096995,0.001698968,0.5144366,-0.60280985,-0.27136847,-0.0601328,0.16257139,-0.080732055,0.18128338,-0.004635246,-0.21335222,-0.26527104,0.14161973,-0.1012278,0.0729838,-0.039945837,-0.3294453,-0.16132773,-0.2998081,0.27718598,0.23546918,0.30984658,-0.15007938,0.06989518,-0.064815335,0.30284938,0.040047556,-0.19329335,0.31306973,0.2201005,-0.1656424,-0.1990891,0.047040198,-0.5159249,0.06758254,-0.019400107,-0.32563266,-0.03771412,-0.14244518,0.38522112,-0.21144757,0.4150337,-0.39209616,-0.23894854,-0.06286308,-0.32958898,-0.6144936,-0.19161242,-0.27462563,0.17999567,-0.18263195,0.371408,-0.24524115,0.04562173,-0.003645806,-9.827605e-05
drug_19,0.33706066,-0.20867564,-0.13076933,-0.23270948,0.25808087,-0.05591532,0.034528457,0.3062723,-0.009607635,-0.07143454,0.0553642,-0.13923195,-0.10703248,0.20903677,0.42454857,-0.4381292,0.018502735,0.22558783,0.094249934,-0.09345771,-0.075899035,-0.03359648,-0.2550288,0.16119498,0.10932898,-0.33212173,-0.25300652,0.33700883,-0.025676278,-0.045742415,-0.2082071,-0.50535715,0.32648757,0.5815744,-0.27897587,-0.38905698,-0.19101386,-0.23994471,-0.004647146,0.18135926,0.22115882,0.24936908,0.39929858,0.017231537,0.06424557,-0.11578745,0.10487398,0.2745453,0.00762972,-0.017075948,-0.23657782,0.44898447,-0.00054927304,-0.14206636,0.25390536,0.11214819,0.11792848,0.07597955,0.25343487,-0.035047043,0.17740779,-0.014757715,0.14579426,-0.33922037,0.053523857,0.20250082,0.2089478,0.41754618,-0.23104449,-0.023282975,0.27496323,0.19898464,-0.3564228,0.0855021,0.022952987,0.11689645,-0.046929184,0.05162486,0.27339908,-0.29453185,-0.16885057,0.001441509,-0.10519127,0.2011695,0.16942386,-0.32669434,-0.48265314,-0.17135385,0.12876026,-0.10301542,0.0044030524,0.2780209,0.10620025,0.3775768,0.10272452,0.19053887,-0.0005828031,0.08615392,0.13906446,-0.012412789,-0.32373857,0.16157316,-0.23953156,0.24146906,-0.05131223,0.0048987987,-0.099181935,0.09126578,-0.0490869,0.010397221,0.40282902,0.12865943,0.15537673,0.06046781,0.20881729,-0.12670407,-0.18642564,-0.30324164,-0.2196179,0.19774984,0.5693793,0.017190136,0.14859556,-0.104491726,0.06473993,-0.12605451,-0.09462357,-0.07989378,0.092988364,0.067854315,-0.07056213,0.12089227,0.11736508,0.053611692,-0.19201364,0.104364835,-0.13997988,-0.24838349,7.636914e-05,0.30800295,0.0255691,-0.015377902,-0.32685658,-0.055181544,0.035982177,-0.4431484,-0.16526118,0.13857324,0.15710074,-0.08226385,0.14656211,-0.03586124,-0.3858774,-0.37272725,0.0035365825,-0.070473336,-0.038214494,0.08184506,-0.06782313,-0.06556718,-0.34146523,0.17138952,0.37194636,-0.09494976,-0.17099634,0.120275095,0.15722051,0.07610252,-0.49417996,-0.16282704,-0.06803377,0.091616124,-0.117228664,-0.4999397,0.17252052,-0.03393116,0.05123865,-0.2287912,-0.058093585,-0.08496398,-0.07793659,0.55581975,0.0052056266,0.056397308,-0.31390938,-0.14081684,-0.30517825,-0.08811881,-0.37076983,-0.24763395,-0.2103431,-0.046528835,-0.12854286,-0.014748073,-0.32389146,0.14656079,-0.19780312,0.08431443
